# C initSynchTables dump: F(x) and Ga(x)
# SYNCH_N_X=2000  SYNCH_X_MIN=1.0e-05  SYNCH_X_MAX=5.0e+01
# Columns: i  x  F(x)  Ga(x)
       i               x            F(x)           Ga(x)
    1010    2.424779e-02    5.782456e-01    1.598843e+00
    1011    2.443562e-02    5.795085e-01    1.598800e+00
    1012    2.462490e-02    5.807729e-01    1.598756e+00
    1013    2.481565e-02    5.820388e-01    1.598713e+00
    1014    2.500788e-02    5.833061e-01    1.598668e+00
    1015    2.520159e-02    5.845750e-01    1.598623e+00
    1016    2.539681e-02    5.858453e-01    1.598578e+00
    1017    2.559354e-02    5.871171e-01    1.598532e+00
    1018    2.579179e-02    5.883904e-01    1.598485e+00
    1019    2.599158e-02    5.896651e-01    1.598437e+00
    1020    2.619291e-02    5.909412e-01    1.598390e+00
    1021    2.639581e-02    5.922187e-01    1.598341e+00
    1022    2.660027e-02    5.934977e-01    1.598292e+00
    1023    2.680632e-02    5.947780e-01    1.598243e+00
    1024    2.701397e-02    5.960598e-01    1.598193e+00
    1025    2.722323e-02    5.973429e-01    1.598142e+00
    1026    2.743410e-02    5.986274e-01    1.598091e+00
    1027    2.764661e-02    5.999132e-01    1.598039e+00
    1028    2.786077e-02    6.012004e-01    1.597987e+00
    1029    2.807658e-02    6.024889e-01    1.597934e+00
    1030    2.829407e-02    6.037788e-01    1.597880e+00
    1031    2.851324e-02    6.050699e-01    1.597825e+00
    1032    2.873411e-02    6.063623e-01    1.597770e+00
    1033    2.895669e-02    6.076561e-01    1.597715e+00
    1034    2.918099e-02    6.089511e-01    1.597659e+00
    1035    2.940703e-02    6.102473e-01    1.597601e+00
    1036    2.963482e-02    6.115449e-01    1.597544e+00
    1037    2.986438e-02    6.128436e-01    1.597485e+00
    1038    3.009572e-02    6.141436e-01    1.597426e+00
    1039    3.032884e-02    6.154448e-01    1.597366e+00
    1040    3.056378e-02    6.167471e-01    1.597305e+00
    1041    3.080053e-02    6.180507e-01    1.597244e+00
    1042    3.103911e-02    6.193554e-01    1.597182e+00
    1043    3.127955e-02    6.206613e-01    1.597120e+00
    1044    3.152185e-02    6.219683e-01    1.597056e+00
    1045    3.176602e-02    6.232765e-01    1.596992e+00
    1046    3.201209e-02    6.245858e-01    1.596927e+00
    1047    3.226006e-02    6.258961e-01    1.596862e+00
    1048    3.250995e-02    6.272076e-01    1.596795e+00
    1049    3.276178e-02    6.285201e-01    1.596728e+00
    1050    3.301556e-02    6.298337e-01    1.596661e+00
    1051    3.327130e-02    6.311483e-01    1.596592e+00
    1052    3.352903e-02    6.324640e-01    1.596522e+00
    1053    3.378875e-02    6.337807e-01    1.596453e+00
    1054    3.405048e-02    6.350983e-01    1.596381e+00
    1055    3.431424e-02    6.364170e-01    1.596308e+00
    1056    3.458005e-02    6.377366e-01    1.596235e+00
    1057    3.484791e-02    6.390571e-01    1.596161e+00
    1058    3.511785e-02    6.403786e-01    1.596087e+00
    1059    3.538988e-02    6.417010e-01    1.596011e+00
    1060    3.566401e-02    6.430243e-01    1.595935e+00
    1061    3.594027e-02    6.443485e-01    1.595857e+00
    1062    3.621867e-02    6.456736e-01    1.595780e+00
    1063    3.649923e-02    6.469995e-01    1.595700e+00
    1064    3.678196e-02    6.483262e-01    1.595620e+00
    1065    3.706688e-02    6.496538e-01    1.595539e+00
    1066    3.735401e-02    6.509821e-01    1.595456e+00
    1067    3.764336e-02    6.523113e-01    1.595374e+00
    1068    3.793495e-02    6.536412e-01    1.595290e+00
    1069    3.822880e-02    6.549718e-01    1.595205e+00
    1070    3.852493e-02    6.563032e-01    1.595119e+00
    1071    3.882335e-02    6.576352e-01    1.595033e+00
    1072    3.912408e-02    6.589680e-01    1.594945e+00
    1073    3.942714e-02    6.603014e-01    1.594855e+00
    1074    3.973255e-02    6.616355e-01    1.594766e+00
    1075    4.004033e-02    6.629702e-01    1.594675e+00
    1076    4.035049e-02    6.643055e-01    1.594582e+00
    1077    4.066305e-02    6.656414e-01    1.594489e+00
    1078    4.097803e-02    6.669779e-01    1.594395e+00
    1079    4.129546e-02    6.683150e-01    1.594299e+00
    1080    4.161534e-02    6.696525e-01    1.594203e+00
    1081    4.193770e-02    6.709906e-01    1.594105e+00
    1082    4.226256e-02    6.723292e-01    1.594006e+00
    1083    4.258993e-02    6.736682e-01    1.593906e+00
    1084    4.291984e-02    6.750077e-01    1.593806e+00
    1085    4.325230e-02    6.763476e-01    1.593703e+00
    1086    4.358734e-02    6.776879e-01    1.593599e+00
    1087    4.392498e-02    6.790287e-01    1.593495e+00
    1088    4.426523e-02    6.803697e-01    1.593388e+00
    1089    4.460812e-02    6.817111e-01    1.593281e+00
    1090    4.495366e-02    6.830528e-01    1.593173e+00
    1091    4.530188e-02    6.843949e-01    1.593063e+00
    1092    4.565279e-02    6.857372e-01    1.592953e+00
    1093    4.600643e-02    6.870797e-01    1.592840e+00
    1094    4.636280e-02    6.884225e-01    1.592726e+00
    1095    4.672194e-02    6.897654e-01    1.592612e+00
    1096    4.708385e-02    6.911086e-01    1.592496e+00
    1097    4.744857e-02    6.924518e-01    1.592377e+00
    1098    4.781612e-02    6.937953e-01    1.592258e+00
    1099    4.818651e-02    6.951388e-01    1.592138e+00
    1100    4.855977e-02    6.964824e-01    1.592016e+00
    1101    4.893592e-02    6.978261e-01    1.591893e+00
    1102    4.931499e-02    6.991698e-01    1.591768e+00
    1103    4.969699e-02    7.005134e-01    1.591642e+00
    1104    5.008196e-02    7.018571e-01    1.591514e+00
    1105    5.046990e-02    7.032007e-01    1.591385e+00
    1106    5.086085e-02    7.045443e-01    1.591255e+00
    1107    5.125483e-02    7.058877e-01    1.591123e+00
    1108    5.165186e-02    7.072311e-01    1.590990e+00
    1109    5.205196e-02    7.085742e-01    1.590854e+00
    1110    5.245516e-02    7.099172e-01    1.590716e+00
    1111    5.286149e-02    7.112600e-01    1.590579e+00
    1112    5.327097e-02    7.126025e-01    1.590439e+00
    1113    5.368361e-02    7.139448e-01    1.590297e+00
    1114    5.409945e-02    7.152868e-01    1.590154e+00
    1115    5.451852e-02    7.166285e-01    1.590010e+00
    1116    5.494083e-02    7.179698e-01    1.589864e+00
    1117    5.536641e-02    7.193107e-01    1.589715e+00
    1118    5.579529e-02    7.206512e-01    1.589564e+00
    1119    5.622749e-02    7.219913e-01    1.589414e+00
    1120    5.666304e-02    7.233309e-01    1.589260e+00
    1121    5.710196e-02    7.246700e-01    1.589104e+00
    1122    5.754428e-02    7.260086e-01    1.588947e+00
    1123    5.799003e-02    7.273466e-01    1.588788e+00
    1124    5.843923e-02    7.286841e-01    1.588628e+00
    1125    5.889191e-02    7.300209e-01    1.588466e+00
    1126    5.934810e-02    7.313570e-01    1.588301e+00
    1127    5.980782e-02    7.326925e-01    1.588135e+00
    1128    6.027110e-02    7.340272e-01    1.587967e+00
    1129    6.073797e-02    7.353612e-01    1.587797e+00
    1130    6.120846e-02    7.366944e-01    1.587624e+00
    1131    6.168259e-02    7.380268e-01    1.587450e+00
    1132    6.216040e-02    7.393584e-01    1.587274e+00
    1133    6.264190e-02    7.406891e-01    1.587096e+00
    1134    6.312714e-02    7.420188e-01    1.586916e+00
    1135    6.361613e-02    7.433476e-01    1.586734e+00
    1136    6.410891e-02    7.446754e-01    1.586550e+00
    1137    6.460551e-02    7.460022e-01    1.586363e+00
    1138    6.510596e-02    7.473279e-01    1.586174e+00
    1139    6.561028e-02    7.486526e-01    1.585984e+00
    1140    6.611851e-02    7.499761e-01    1.585791e+00
    1141    6.663068e-02    7.512984e-01    1.585596e+00
    1142    6.714681e-02    7.526196e-01    1.585398e+00
    1143    6.766694e-02    7.539395e-01    1.585199e+00
    1144    6.819110e-02    7.552581e-01    1.584997e+00
    1145    6.871932e-02    7.565754e-01    1.584792e+00
    1146    6.925163e-02    7.578914e-01    1.584586e+00
    1147    6.978807e-02    7.592060e-01    1.584377e+00
    1148    7.032866e-02    7.605191e-01    1.584166e+00
    1149    7.087344e-02    7.618308e-01    1.583952e+00
    1150    7.142244e-02    7.631410e-01    1.583735e+00
    1151    7.197569e-02    7.644497e-01    1.583516e+00
    1152    7.253323e-02    7.657567e-01    1.583296e+00
    1153    7.309508e-02    7.670622e-01    1.583072e+00
    1154    7.366129e-02    7.683660e-01    1.582846e+00
    1155    7.423188e-02    7.696680e-01    1.582617e+00
    1156    7.480690e-02    7.709684e-01    1.582387e+00
    1157    7.538636e-02    7.722669e-01    1.582153e+00
    1158    7.597032e-02    7.735636e-01    1.581916e+00
    1159    7.655880e-02    7.748585e-01    1.581676e+00
    1160    7.715184e-02    7.761514e-01    1.581434e+00
    1161    7.774947e-02    7.774424e-01    1.581189e+00
    1162    7.835173e-02    7.787313e-01    1.580941e+00
    1163    7.895866e-02    7.800183e-01    1.580691e+00
    1164    7.957029e-02    7.813031e-01    1.580438e+00
    1165    8.018665e-02    7.825858e-01    1.580182e+00
    1166    8.080779e-02    7.838664e-01    1.579922e+00
    1167    8.143374e-02    7.851447e-01    1.579661e+00
    1168    8.206454e-02    7.864208e-01    1.579396e+00
    1169    8.270023e-02    7.876945e-01    1.579128e+00
    1170    8.334084e-02    7.889659e-01    1.578856e+00
    1171    8.398641e-02    7.902349e-01    1.578581e+00
    1172    8.463699e-02    7.915014e-01    1.578305e+00
    1173    8.529260e-02    7.927654e-01    1.578024e+00
    1174    8.595329e-02    7.940269e-01    1.577740e+00
    1175    8.661910e-02    7.952858e-01    1.577454e+00
    1176    8.729007e-02    7.965421e-01    1.577163e+00
    1177    8.796624e-02    7.977957e-01    1.576870e+00
    1178    8.864764e-02    7.990465e-01    1.576574e+00
    1179    8.933432e-02    8.002945e-01    1.576274e+00
    1180    9.002632e-02    8.015397e-01    1.575970e+00
    1181    9.072368e-02    8.027820e-01    1.575663e+00
    1182    9.142644e-02    8.040214e-01    1.575353e+00
    1183    9.213465e-02    8.052578e-01    1.575039e+00
    1184    9.284834e-02    8.064911e-01    1.574723e+00
    1185    9.356756e-02    8.077213e-01    1.574402e+00
    1186    9.429235e-02    8.089484e-01    1.574077e+00
    1187    9.502275e-02    8.101723e-01    1.573749e+00
    1188    9.575882e-02    8.113930e-01    1.573418e+00
    1189    9.650058e-02    8.126103e-01    1.573082e+00
    1190    9.724809e-02    8.138243e-01    1.572743e+00
    1191    9.800139e-02    8.150349e-01    1.572400e+00
    1192    9.876053e-02    8.162419e-01    1.572053e+00
    1193    9.952555e-02    8.174455e-01    1.571703e+00
    1194    1.002965e-01    8.186455e-01    1.571348e+00
    1195    1.010734e-01    8.198419e-01    1.570989e+00
    1196    1.018563e-01    8.210345e-01    1.570628e+00
    1197    1.026453e-01    8.222234e-01    1.570261e+00
    1198    1.034404e-01    8.234085e-01    1.569890e+00
    1199    1.042417e-01    8.245898e-01    1.569516e+00
    1200    1.050492e-01    8.257671e-01    1.569137e+00
    1201    1.058629e-01    8.269405e-01    1.568754e+00
    1202    1.066830e-01    8.281098e-01    1.568366e+00
    1203    1.075093e-01    8.292750e-01    1.567975e+00
    1204    1.083421e-01    8.304360e-01    1.567577e+00
    1205    1.091814e-01    8.315928e-01    1.567179e+00
    1206    1.100271e-01    8.327454e-01    1.566773e+00
    1207    1.108794e-01    8.338936e-01    1.566364e+00
    1208    1.117383e-01    8.350374e-01    1.565949e+00
    1209    1.126038e-01    8.361767e-01    1.565530e+00
    1210    1.134761e-01    8.373115e-01    1.565107e+00
    1211    1.143551e-01    8.384418e-01    1.564680e+00
    1212    1.152409e-01    8.395673e-01    1.564248e+00
    1213    1.161336e-01    8.406882e-01    1.563810e+00
    1214    1.170332e-01    8.418043e-01    1.563368e+00
    1215    1.179397e-01    8.429155e-01    1.562920e+00
    1216    1.188533e-01    8.440218e-01    1.562468e+00
    1217    1.197740e-01    8.451232e-01    1.562011e+00
    1218    1.207018e-01    8.462195e-01    1.561549e+00
    1219    1.216367e-01    8.473107e-01    1.561081e+00
    1220    1.225790e-01    8.483967e-01    1.560610e+00
    1221    1.235285e-01    8.494774e-01    1.560132e+00
    1222    1.244853e-01    8.505529e-01    1.559650e+00
    1223    1.254496e-01    8.516230e-01    1.559161e+00
    1224    1.264214e-01    8.526876e-01    1.558670e+00
    1225    1.274007e-01    8.537467e-01    1.558171e+00
    1226    1.283875e-01    8.548003e-01    1.557666e+00
    1227    1.293821e-01    8.558481e-01    1.557155e+00
    1228    1.303843e-01    8.568903e-01    1.556641e+00
    1229    1.313942e-01    8.579266e-01    1.556119e+00
    1230    1.324121e-01    8.589571e-01    1.555593e+00
    1231    1.334377e-01    8.599816e-01    1.555060e+00
    1232    1.344714e-01    8.610001e-01    1.554523e+00
    1233    1.355130e-01    8.620126e-01    1.553979e+00
    1234    1.365627e-01    8.630188e-01    1.553430e+00
    1235    1.376206e-01    8.640189e-01    1.552874e+00
    1236    1.386866e-01    8.650126e-01    1.552312e+00
    1237    1.397609e-01    8.659999e-01    1.551745e+00
    1238    1.408435e-01    8.669808e-01    1.551170e+00
    1239    1.419345e-01    8.679552e-01    1.550589e+00
    1240    1.430339e-01    8.689229e-01    1.550003e+00
    1241    1.441419e-01    8.698839e-01    1.549409e+00
    1242    1.452585e-01    8.708382e-01    1.548810e+00
    1243    1.463837e-01    8.717856e-01    1.548204e+00
    1244    1.475176e-01    8.727261e-01    1.547591e+00
    1245    1.486603e-01    8.736596e-01    1.546973e+00
    1246    1.498118e-01    8.745861e-01    1.546346e+00
    1247    1.509723e-01    8.755053e-01    1.545714e+00
    1248    1.521417e-01    8.764174e-01    1.545075e+00
    1249    1.533203e-01    8.773221e-01    1.544428e+00
    1250    1.545079e-01    8.782194e-01    1.543777e+00
    1251    1.557048e-01    8.791092e-01    1.543116e+00
    1252    1.569109e-01    8.799915e-01    1.542450e+00
    1253    1.581263e-01    8.808661e-01    1.541775e+00
    1254    1.593512e-01    8.817330e-01    1.541094e+00
    1255    1.605856e-01    8.825920e-01    1.540405e+00
    1256    1.618295e-01    8.834432e-01    1.539710e+00
    1257    1.630831e-01    8.842864e-01    1.539007e+00
    1258    1.643463e-01    8.851215e-01    1.538295e+00
    1259    1.656194e-01    8.859485e-01    1.537577e+00
    1260    1.669023e-01    8.867672e-01    1.536850e+00
    1261    1.681952e-01    8.875776e-01    1.536116e+00
    1262    1.694980e-01    8.883796e-01    1.535375e+00
    1263    1.708110e-01    8.891731e-01    1.534625e+00
    1264    1.721341e-01    8.899581e-01    1.533869e+00
    1265    1.734675e-01    8.907343e-01    1.533103e+00
    1266    1.748112e-01    8.915018e-01    1.532328e+00
    1267    1.761653e-01    8.922604e-01    1.531547e+00
    1268    1.775299e-01    8.930101e-01    1.530757e+00
    1269    1.789051e-01    8.937508e-01    1.529958e+00
    1270    1.802910e-01    8.944823e-01    1.529152e+00
    1271    1.816875e-01    8.952046e-01    1.528337e+00
    1272    1.830949e-01    8.959177e-01    1.527514e+00
    1273    1.845132e-01    8.966213e-01    1.526682e+00
    1274    1.859425e-01    8.973154e-01    1.525842e+00
    1275    1.873828e-01    8.980000e-01    1.524991e+00
    1276    1.888343e-01    8.986749e-01    1.524132e+00
    1277    1.902971e-01    8.993400e-01    1.523264e+00
    1278    1.917711e-01    8.999953e-01    1.522388e+00
    1279    1.932566e-01    9.006406e-01    1.521502e+00
    1280    1.947536e-01    9.012759e-01    1.520606e+00
    1281    1.962622e-01    9.019010e-01    1.519701e+00
    1282    1.977825e-01    9.025158e-01    1.518787e+00
    1283    1.993146e-01    9.031204e-01    1.517865e+00
    1284    2.008585e-01    9.037145e-01    1.516932e+00
    1285    2.024144e-01    9.042981e-01    1.515990e+00
    1286    2.039823e-01    9.048710e-01    1.515039e+00
    1287    2.055624e-01    9.054332e-01    1.514076e+00
    1288    2.071547e-01    9.059846e-01    1.513105e+00
    1289    2.087594e-01    9.065251e-01    1.512123e+00
    1290    2.103765e-01    9.070545e-01    1.511128e+00
    1291    2.120061e-01    9.075729e-01    1.510126e+00
    1292    2.136483e-01    9.080800e-01    1.509114e+00
    1293    2.153033e-01    9.085757e-01    1.508090e+00
    1294    2.169711e-01    9.090601e-01    1.507055e+00
    1295    2.186517e-01    9.095329e-01    1.506012e+00
    1296    2.203455e-01    9.099942e-01    1.504959e+00
    1297    2.220523e-01    9.104436e-01    1.503894e+00
    1298    2.237724e-01    9.108813e-01    1.502817e+00
    1299    2.255057e-01    9.113070e-01    1.501728e+00
    1300    2.272525e-01    9.117207e-01    1.500632e+00
    1301    2.290129e-01    9.121223e-01    1.499522e+00
    1302    2.307869e-01    9.125116e-01    1.498401e+00
    1303    2.325746e-01    9.128885e-01    1.497270e+00
    1304    2.343761e-01    9.132530e-01    1.496127e+00
    1305    2.361917e-01    9.136050e-01    1.494972e+00
    1306    2.380212e-01    9.139443e-01    1.493806e+00
    1307    2.398650e-01    9.142708e-01    1.492628e+00
    1308    2.417230e-01    9.145845e-01    1.491437e+00
    1309    2.435955e-01    9.148852e-01    1.490234e+00
    1310    2.454824e-01    9.151728e-01    1.489020e+00
    1311    2.473840e-01    9.154472e-01    1.487793e+00
    1312    2.493002e-01    9.157083e-01    1.486557e+00
    1313    2.512314e-01    9.159561e-01    1.485305e+00
    1314    2.531774e-01    9.161903e-01    1.484040e+00
    1315    2.551386e-01    9.164109e-01    1.482765e+00
    1316    2.571149e-01    9.166177e-01    1.481474e+00
    1317    2.591066e-01    9.168108e-01    1.480175e+00
    1318    2.611137e-01    9.169899e-01    1.478862e+00
    1319    2.631363e-01    9.171549e-01    1.477535e+00
    1320    2.651746e-01    9.173058e-01    1.476192e+00
    1321    2.672287e-01    9.174424e-01    1.474838e+00
    1322    2.692987e-01    9.175646e-01    1.473472e+00
    1323    2.713848e-01    9.176724e-01    1.472091e+00
    1324    2.734870e-01    9.177655e-01    1.470694e+00
    1325    2.756054e-01    9.178439e-01    1.469291e+00
    1326    2.777403e-01    9.179076e-01    1.467869e+00
    1327    2.798917e-01    9.179563e-01    1.466434e+00
    1328    2.820598e-01    9.179899e-01    1.464986e+00
    1329    2.842447e-01    9.180084e-01    1.463522e+00
    1330    2.864465e-01    9.180117e-01    1.462046e+00
    1331    2.886654e-01    9.179996e-01    1.460554e+00
    1332    2.909015e-01    9.179720e-01    1.459049e+00
    1333    2.931548e-01    9.179288e-01    1.457526e+00
    1334    2.954257e-01    9.178699e-01    1.455991e+00
    1335    2.977141e-01    9.177952e-01    1.454440e+00
    1336    3.000202e-01    9.177046e-01    1.452877e+00
    1337    3.023442e-01    9.175980e-01    1.451296e+00
    1338    3.046863e-01    9.174752e-01    1.449704e+00
    1339    3.070464e-01    9.173361e-01    1.448092e+00
    1340    3.094248e-01    9.171807e-01    1.446466e+00
    1341    3.118217e-01    9.170088e-01    1.444826e+00
    1342    3.142371e-01    9.168203e-01    1.443170e+00
    1343    3.166713e-01    9.166151e-01    1.441496e+00
    1344    3.191243e-01    9.163931e-01    1.439805e+00
    1345    3.215963e-01    9.161541e-01    1.438104e+00
    1346    3.240874e-01    9.158982e-01    1.436384e+00
    1347    3.265978e-01    9.156251e-01    1.434647e+00
    1348    3.291277e-01    9.153347e-01    1.432895e+00
    1349    3.316772e-01    9.150270e-01    1.431126e+00
    1350    3.342464e-01    9.147018e-01    1.429342e+00
    1351    3.368356e-01    9.143590e-01    1.427540e+00
    1352    3.394448e-01    9.139985e-01    1.425719e+00
    1353    3.420742e-01    9.136202e-01    1.423884e+00
    1354    3.447239e-01    9.132240e-01    1.422031e+00
    1355    3.473942e-01    9.128097e-01    1.420161e+00
    1356    3.500852e-01    9.123774e-01    1.418274e+00
    1357    3.527970e-01    9.119267e-01    1.416373e+00
    1358    3.555299e-01    9.114578e-01    1.414448e+00
    1359    3.582838e-01    9.109703e-01    1.412508e+00
    1360    3.610592e-01    9.104643e-01    1.410551e+00
    1361    3.638560e-01    9.099396e-01    1.408572e+00
    1362    3.666745e-01    9.093962e-01    1.406582e+00
    1363    3.695148e-01    9.088338e-01    1.404571e+00
    1364    3.723772e-01    9.082524e-01    1.402544e+00
    1365    3.752617e-01    9.076520e-01    1.400493e+00
    1366    3.781685e-01    9.070323e-01    1.398426e+00
    1367    3.810979e-01    9.063933e-01    1.396342e+00
    1368    3.840499e-01    9.057349e-01    1.394237e+00
    1369    3.870248e-01    9.050569e-01    1.392118e+00
    1370    3.900228e-01    9.043594e-01    1.389975e+00
    1371    3.930440e-01    9.036421e-01    1.387814e+00
    1372    3.960886e-01    9.029049e-01    1.385634e+00
    1373    3.991568e-01    9.021478e-01    1.383436e+00
    1374    4.022487e-01    9.013707e-01    1.381218e+00
    1375    4.053646e-01    9.005735e-01    1.378985e+00
    1376    4.085046e-01    8.997559e-01    1.376723e+00
    1377    4.116690e-01    8.989181e-01    1.374445e+00
    1378    4.148578e-01    8.980598e-01    1.372145e+00
    1379    4.180714e-01    8.971810e-01    1.369831e+00
    1380    4.213098e-01    8.962815e-01    1.367493e+00
    1381    4.245734e-01    8.953613e-01    1.365135e+00
    1382    4.278622e-01    8.944203e-01    1.362757e+00
    1383    4.311765e-01    8.934583e-01    1.360363e+00
    1384    4.345165e-01    8.924754e-01    1.357940e+00
    1385    4.378823e-01    8.914713e-01    1.355498e+00
    1386    4.412742e-01    8.904460e-01    1.353039e+00
    1387    4.446924e-01    8.893994e-01    1.350557e+00
    1388    4.481371e-01    8.883314e-01    1.348054e+00
    1389    4.516084e-01    8.872420e-01    1.345530e+00
    1390    4.551067e-01    8.861310e-01    1.342986e+00
    1391    4.586320e-01    8.849983e-01    1.340417e+00
    1392    4.621847e-01    8.838439e-01    1.337830e+00
    1393    4.657648e-01    8.826676e-01    1.335224e+00
    1394    4.693727e-01    8.814695e-01    1.332589e+00
    1395    4.730086e-01    8.802493e-01    1.329935e+00
    1396    4.766726e-01    8.790071e-01    1.327259e+00
    1397    4.803650e-01    8.777427e-01    1.324563e+00
    1398    4.840860e-01    8.764561e-01    1.321842e+00
    1399    4.878358e-01    8.751472e-01    1.319101e+00
    1400    4.916146e-01    8.738159e-01    1.316337e+00
    1401    4.954228e-01    8.724621e-01    1.313550e+00
    1402    4.992604e-01    8.710858e-01    1.310740e+00
    1403    5.031278e-01    8.696868e-01    1.307908e+00
    1404    5.070251e-01    8.682652e-01    1.305053e+00
    1405    5.109526e-01    8.668208e-01    1.302174e+00
    1406    5.149105e-01    8.653536e-01    1.299274e+00
    1407    5.188991e-01    8.638635e-01    1.296352e+00
    1408    5.229186e-01    8.623504e-01    1.293403e+00
    1409    5.269692e-01    8.608143e-01    1.290431e+00
    1410    5.310512e-01    8.592551e-01    1.287438e+00
    1411    5.351649e-01    8.576728e-01    1.284420e+00
    1412    5.393103e-01    8.560673e-01    1.281379e+00
    1413    5.434879e-01    8.544385e-01    1.278315e+00
    1414    5.476979e-01    8.527864e-01    1.275227e+00
    1415    5.519405e-01    8.511110e-01    1.272112e+00
    1416    5.562159e-01    8.494121e-01    1.268977e+00
    1417    5.605244e-01    8.476897e-01    1.265817e+00
    1418    5.648664e-01    8.459438e-01    1.262631e+00
    1419    5.692419e-01    8.441744e-01    1.259425e+00
    1420    5.736514e-01    8.423813e-01    1.256191e+00
    1421    5.780950e-01    8.405646e-01    1.252934e+00
    1422    5.825730e-01    8.387242e-01    1.249650e+00
    1423    5.870857e-01    8.368601e-01    1.246346e+00
    1424    5.916334e-01    8.349722e-01    1.243018e+00
    1425    5.962163e-01    8.330605e-01    1.239662e+00
    1426    6.008347e-01    8.311250e-01    1.236278e+00
    1427    6.054889e-01    8.291656e-01    1.232875e+00
    1428    6.101791e-01    8.271824e-01    1.229444e+00
    1429    6.149056e-01    8.251752e-01    1.225991e+00
    1430    6.196688e-01    8.231441e-01    1.222510e+00
    1431    6.244689e-01    8.210890e-01    1.219005e+00
    1432    6.293061e-01    8.190100e-01    1.215475e+00
    1433    6.341808e-01    8.169070e-01    1.211922e+00
    1434    6.390933e-01    8.147799e-01    1.208341e+00
    1435    6.440438e-01    8.126289e-01    1.204739e+00
    1436    6.490327e-01    8.104539e-01    1.201108e+00
    1437    6.540603e-01    8.082548e-01    1.197449e+00
    1438    6.591267e-01    8.060318e-01    1.193766e+00
    1439    6.642324e-01    8.037847e-01    1.190063e+00
    1440    6.693777e-01    8.015136e-01    1.186335e+00
    1441    6.745628e-01    7.992185e-01    1.182573e+00
    1442    6.797881e-01    7.968993e-01    1.178792e+00
    1443    6.850539e-01    7.945562e-01    1.174981e+00
    1444    6.903604e-01    7.921891e-01    1.171148e+00
    1445    6.957081e-01    7.897981e-01    1.167289e+00
    1446    7.010972e-01    7.873831e-01    1.163403e+00
    1447    7.065280e-01    7.849443e-01    1.159496e+00
    1448    7.120009e-01    7.824815e-01    1.155555e+00
    1449    7.175162e-01    7.799949e-01    1.151593e+00
    1450    7.230742e-01    7.774844e-01    1.147607e+00
    1451    7.286752e-01    7.749502e-01    1.143593e+00
    1452    7.343197e-01    7.723922e-01    1.139557e+00
    1453    7.400078e-01    7.698106e-01    1.135491e+00
    1454    7.457401e-01    7.672052e-01    1.131402e+00
    1455    7.515167e-01    7.645763e-01    1.127284e+00
    1456    7.573381e-01    7.619238e-01    1.123146e+00
    1457    7.632046e-01    7.592478e-01    1.118980e+00
    1458    7.691165e-01    7.565484e-01    1.114785e+00
    1459    7.750742e-01    7.538256e-01    1.110569e+00
    1460    7.810781e-01    7.510795e-01    1.106326e+00
    1461    7.871285e-01    7.483101e-01    1.102059e+00
    1462    7.932257e-01    7.455176e-01    1.097764e+00
    1463    7.993702e-01    7.427020e-01    1.093445e+00
    1464    8.055622e-01    7.398634e-01    1.089103e+00
    1465    8.118023e-01    7.370019e-01    1.084734e+00
    1466    8.180906e-01    7.341176e-01    1.080337e+00
    1467    8.244277e-01    7.312105e-01    1.075917e+00
    1468    8.308139e-01    7.282807e-01    1.071476e+00
    1469    8.372495e-01    7.253284e-01    1.067002e+00
    1470    8.437350e-01    7.223537e-01    1.062507e+00
    1471    8.502707e-01    7.193567e-01    1.057990e+00
    1472    8.568571e-01    7.163374e-01    1.053444e+00
    1473    8.634944e-01    7.132960e-01    1.048875e+00
    1474    8.701832e-01    7.102326e-01    1.044281e+00
    1475    8.769238e-01    7.071474e-01    1.039663e+00
    1476    8.837166e-01    7.040404e-01    1.035019e+00
    1477    8.905620e-01    7.009118e-01    1.030351e+00
    1478    8.974605e-01    6.977618e-01    1.025661e+00
    1479    9.044124e-01    6.945904e-01    1.020946e+00
    1480    9.114181e-01    6.913979e-01    1.016207e+00
    1481    9.184781e-01    6.881843e-01    1.011445e+00
    1482    9.255928e-01    6.849498e-01    1.006656e+00
    1483    9.327626e-01    6.816946e-01    1.001848e+00
    1484    9.399880e-01    6.784189e-01    9.970118e-01
    1485    9.472693e-01    6.751227e-01    9.921578e-01
    1486    9.546070e-01    6.718063e-01    9.872821e-01
    1487    9.620016e-01    6.684698e-01    9.823760e-01
    1488    9.694534e-01    6.651135e-01    9.774495e-01
    1489    9.769630e-01    6.617375e-01    9.724993e-01
    1490    9.845307e-01    6.583419e-01    9.675292e-01
    1491    9.921571e-01    6.549271e-01    9.625375e-01
    1492    9.998425e-01    6.514931e-01    9.575214e-01
    1493    1.007587e+00    6.480402e-01    9.524841e-01
    1494    1.015392e+00    6.445686e-01    9.474214e-01
    1495    1.023258e+00    6.410785e-01    9.423469e-01
    1496    1.031184e+00    6.375700e-01    9.372424e-01
    1497    1.039172e+00    6.340435e-01    9.321202e-01
    1498    1.047222e+00    6.304992e-01    9.269771e-01
    1499    1.055333e+00    6.269372e-01    9.218127e-01
    1500    1.063508e+00    6.233578e-01    9.166282e-01
    1501    1.071746e+00    6.197613e-01    9.114222e-01
    1502    1.080048e+00    6.161478e-01    9.061982e-01
    1503    1.088415e+00    6.125176e-01    9.009559e-01
    1504    1.096846e+00    6.088711e-01    8.956888e-01
