# C initSynchTables dump: F(x) and Ga(x)
# SYNCH_N_X=2000  SYNCH_X_MIN=1.0e-05  SYNCH_X_MAX=5.0e+01
# Columns: i  x  F(x)  Ga(x)
       i               x            F(x)           Ga(x)
     497    4.629422e-04    1.654449e-01    1.602409e+00
     498    4.665283e-04    1.658667e-01    1.602409e+00
     499    4.701421e-04    1.662895e-01    1.602408e+00
     500    4.737839e-04    1.667134e-01    1.602408e+00
     501    4.774539e-04    1.671383e-01    1.602408e+00
     502    4.811524e-04    1.675642e-01    1.602408e+00
     503    4.848794e-04    1.679913e-01    1.602408e+00
     504    4.886354e-04    1.684194e-01    1.602408e+00
     505    4.924205e-04    1.688485e-01    1.602408e+00
     506    4.962348e-04    1.692788e-01    1.602408e+00
     507    5.000788e-04    1.697101e-01    1.602408e+00
     508    5.039525e-04    1.701425e-01    1.602408e+00
     509    5.078562e-04    1.705759e-01    1.602408e+00
     510    5.117901e-04    1.710105e-01    1.602407e+00
     511    5.157545e-04    1.714461e-01    1.602407e+00
     512    5.197497e-04    1.718828e-01    1.602407e+00
     513    5.237757e-04    1.723206e-01    1.602407e+00
     514    5.278330e-04    1.727595e-01    1.602407e+00
     515    5.319217e-04    1.731995e-01    1.602407e+00
     516    5.360421e-04    1.736405e-01    1.602407e+00
     517    5.401943e-04    1.740827e-01    1.602407e+00
     518    5.443788e-04    1.745260e-01    1.602407e+00
     519    5.485956e-04    1.749704e-01    1.602407e+00
     520    5.528451e-04    1.754158e-01    1.602406e+00
     521    5.571276e-04    1.758624e-01    1.602406e+00
     522    5.614432e-04    1.763101e-01    1.602406e+00
     523    5.657922e-04    1.767589e-01    1.602406e+00
     524    5.701750e-04    1.772089e-01    1.602406e+00
     525    5.745916e-04    1.776599e-01    1.602406e+00
     526    5.790425e-04    1.781121e-01    1.602406e+00
     527    5.835279e-04    1.785653e-01    1.602406e+00
     528    5.880480e-04    1.790197e-01    1.602406e+00
     529    5.926031e-04    1.794753e-01    1.602406e+00
     530    5.971936e-04    1.799319e-01    1.602406e+00
     531    6.018195e-04    1.803897e-01    1.602405e+00
     532    6.064813e-04    1.808487e-01    1.602399e+00
     533    6.111792e-04    1.813088e-01    1.602399e+00
     534    6.159135e-04    1.817700e-01    1.602399e+00
     535    6.206845e-04    1.822323e-01    1.602399e+00
     536    6.254925e-04    1.826958e-01    1.602399e+00
     537    6.303376e-04    1.831605e-01    1.602399e+00
     538    6.352203e-04    1.836263e-01    1.602398e+00
     539    6.401409e-04    1.840932e-01    1.602398e+00
     540    6.450995e-04    1.845614e-01    1.602398e+00
     541    6.500966e-04    1.850306e-01    1.602398e+00
     542    6.551323e-04    1.855011e-01    1.602398e+00
     543    6.602071e-04    1.859727e-01    1.602397e+00
     544    6.653212e-04    1.864454e-01    1.602397e+00
     545    6.704749e-04    1.869194e-01    1.602397e+00
     546    6.756685e-04    1.873945e-01    1.602397e+00
     547    6.809024e-04    1.878708e-01    1.602397e+00
     548    6.861768e-04    1.883482e-01    1.602396e+00
     549    6.914920e-04    1.888269e-01    1.602396e+00
     550    6.968484e-04    1.893067e-01    1.602396e+00
     551    7.022463e-04    1.897877e-01    1.602396e+00
     552    7.076861e-04    1.902699e-01    1.602396e+00
     553    7.131679e-04    1.907533e-01    1.602395e+00
     554    7.186923e-04    1.912379e-01    1.602395e+00
     555    7.242594e-04    1.917236e-01    1.602395e+00
     556    7.298696e-04    1.922106e-01    1.602395e+00
     557    7.355233e-04    1.926988e-01    1.602394e+00
     558    7.412208e-04    1.931882e-01    1.602394e+00
     559    7.469624e-04    1.936788e-01    1.602394e+00
     560    7.527485e-04    1.941706e-01    1.602394e+00
     561    7.585795e-04    1.946636e-01    1.602393e+00
     562    7.644556e-04    1.951578e-01    1.602393e+00
     563    7.703772e-04    1.956533e-01    1.602400e+00
     564    7.763447e-04    1.961499e-01    1.602393e+00
     565    7.823584e-04    1.966478e-01    1.602392e+00
     566    7.884187e-04    1.971469e-01    1.602392e+00
     567    7.945259e-04    1.976473e-01    1.602392e+00
     568    8.006804e-04    1.981488e-01    1.602392e+00
     569    8.068826e-04    1.986516e-01    1.602391e+00
     570    8.131329e-04    1.991557e-01    1.602391e+00
     571    8.194316e-04    1.996610e-01    1.602391e+00
     572    8.257790e-04    2.001675e-01    1.602391e+00
     573    8.321757e-04    2.006753e-01    1.602390e+00
     574    8.386219e-04    2.011843e-01    1.602390e+00
     575    8.451180e-04    2.016946e-01    1.602390e+00
     576    8.516644e-04    2.022061e-01    1.602389e+00
     577    8.582615e-04    2.027189e-01    1.602389e+00
     578    8.649098e-04    2.032329e-01    1.602389e+00
     579    8.716095e-04    2.037482e-01    1.602388e+00
     580    8.783612e-04    2.042648e-01    1.602388e+00
     581    8.851651e-04    2.047826e-01    1.602388e+00
     582    8.920218e-04    2.053017e-01    1.602387e+00
     583    8.989315e-04    2.058221e-01    1.602387e+00
     584    9.058948e-04    2.063437e-01    1.602387e+00
     585    9.129121e-04    2.068666e-01    1.602386e+00
     586    9.199836e-04    2.073908e-01    1.602386e+00
     587    9.271100e-04    2.079163e-01    1.602386e+00
     588    9.342916e-04    2.084431e-01    1.602385e+00
     589    9.415287e-04    2.089712e-01    1.602385e+00
     590    9.488220e-04    2.095005e-01    1.602385e+00
     591    9.561717e-04    2.100312e-01    1.602384e+00
     592    9.635784e-04    2.105631e-01    1.602384e+00
     593    9.710425e-04    2.110964e-01    1.602383e+00
     594    9.785643e-04    2.116310e-01    1.602383e+00
     595    9.861445e-04    2.121668e-01    1.602383e+00
     596    9.937833e-04    2.127040e-01    1.602382e+00
     597    1.001481e-03    2.132425e-01    1.602382e+00
     598    1.009239e-03    2.137823e-01    1.602381e+00
     599    1.017057e-03    2.143234e-01    1.602381e+00
     600    1.024935e-03    2.148658e-01    1.602381e+00
     601    1.032874e-03    2.154096e-01    1.602380e+00
     602    1.040875e-03    2.159547e-01    1.602391e+00
     603    1.048938e-03    2.165011e-01    1.602390e+00
     604    1.057063e-03    2.170488e-01    1.602390e+00
     605    1.065251e-03    2.175979e-01    1.602390e+00
     606    1.073503e-03    2.181483e-01    1.602389e+00
     607    1.081819e-03    2.187001e-01    1.602389e+00
     608    1.090199e-03    2.192532e-01    1.602388e+00
     609    1.098644e-03    2.198076e-01    1.602388e+00
     610    1.107154e-03    2.203634e-01    1.602388e+00
     611    1.115730e-03    2.209205e-01    1.602387e+00
     612    1.124373e-03    2.214790e-01    1.602387e+00
     613    1.133082e-03    2.220389e-01    1.602386e+00
     614    1.141859e-03    2.226001e-01    1.602386e+00
     615    1.150704e-03    2.231627e-01    1.602386e+00
     616    1.159618e-03    2.237267e-01    1.602385e+00
     617    1.168601e-03    2.242920e-01    1.602385e+00
     618    1.177653e-03    2.248587e-01    1.602385e+00
     619    1.186775e-03    2.254267e-01    1.602384e+00
     620    1.195968e-03    2.259962e-01    1.602384e+00
     621    1.205232e-03    2.265670e-01    1.602384e+00
     622    1.214568e-03    2.271392e-01    1.602383e+00
     623    1.223976e-03    2.277128e-01    1.602383e+00
     624    1.233458e-03    2.282877e-01    1.602382e+00
     625    1.243012e-03    2.288641e-01    1.602382e+00
     626    1.252641e-03    2.294419e-01    1.602381e+00
     627    1.262344e-03    2.300210e-01    1.602381e+00
     628    1.272122e-03    2.306016e-01    1.602381e+00
     629    1.281976e-03    2.311836e-01    1.602380e+00
     630    1.291907e-03    2.317669e-01    1.602380e+00
     631    1.301914e-03    2.323517e-01    1.602379e+00
     632    1.311999e-03    2.329379e-01    1.602379e+00
     633    1.322162e-03    2.335255e-01    1.602378e+00
     634    1.332404e-03    2.341146e-01    1.602378e+00
     635    1.342725e-03    2.347050e-01    1.602377e+00
     636    1.353126e-03    2.352969e-01    1.602377e+00
     637    1.363607e-03    2.358902e-01    1.602376e+00
     638    1.374170e-03    2.364849e-01    1.602376e+00
     639    1.384815e-03    2.370811e-01    1.602375e+00
     640    1.395542e-03    2.376787e-01    1.602375e+00
     641    1.406352e-03    2.382777e-01    1.602374e+00
     642    1.417246e-03    2.388782e-01    1.602374e+00
     643    1.428224e-03    2.394801e-01    1.602373e+00
     644    1.439287e-03    2.400835e-01    1.602373e+00
     645    1.450436e-03    2.406883e-01    1.602372e+00
     646    1.461671e-03    2.412946e-01    1.602372e+00
     647    1.472994e-03    2.419023e-01    1.602371e+00
     648    1.484404e-03    2.425115e-01    1.602371e+00
     649    1.495902e-03    2.431221e-01    1.602370e+00
     650    1.507490e-03    2.437342e-01    1.602370e+00
     651    1.519167e-03    2.443478e-01    1.602369e+00
     652    1.530935e-03    2.449629e-01    1.602368e+00
     653    1.542794e-03    2.455794e-01    1.602368e+00
     654    1.554744e-03    2.461974e-01    1.602367e+00
     655    1.566788e-03    2.468169e-01    1.602367e+00
     656    1.578924e-03    2.474379e-01    1.602366e+00
     657    1.591155e-03    2.480603e-01    1.602366e+00
     658    1.603480e-03    2.486842e-01    1.602365e+00
     659    1.615901e-03    2.493097e-01    1.602364e+00
     660    1.628418e-03    2.499366e-01    1.602364e+00
     661    1.641032e-03    2.505650e-01    1.602363e+00
     662    1.653744e-03    2.511949e-01    1.602363e+00
     663    1.666554e-03    2.518264e-01    1.602362e+00
     664    1.679464e-03    2.524593e-01    1.602361e+00
     665    1.692473e-03    2.530937e-01    1.602361e+00
     666    1.705583e-03    2.537297e-01    1.602360e+00
     667    1.718795e-03    2.543672e-01    1.602359e+00
     668    1.732109e-03    2.550061e-01    1.602358e+00
     669    1.745526e-03    2.556466e-01    1.602358e+00
     670    1.759048e-03    2.562887e-01    1.602357e+00
     671    1.772673e-03    2.569322e-01    1.602356e+00
     672    1.786405e-03    2.575773e-01    1.602355e+00
     673    1.800243e-03    2.582239e-01    1.602355e+00
     674    1.814188e-03    2.588721e-01    1.602354e+00
     675    1.828241e-03    2.595218e-01    1.602353e+00
     676    1.842403e-03    2.601730e-01    1.602353e+00
     677    1.856674e-03    2.608258e-01    1.602352e+00
     678    1.871056e-03    2.614801e-01    1.602351e+00
     679    1.885550e-03    2.621360e-01    1.602350e+00
     680    1.900156e-03    2.627934e-01    1.602349e+00
     681    1.914875e-03    2.634524e-01    1.602349e+00
     682    1.929708e-03    2.641130e-01    1.602348e+00
     683    1.944656e-03    2.647751e-01    1.602348e+00
     684    1.959719e-03    2.654387e-01    1.602347e+00
     685    1.974899e-03    2.661040e-01    1.602345e+00
     686    1.990197e-03    2.667708e-01    1.602344e+00
     687    2.005614e-03    2.674392e-01    1.602343e+00
     688    2.021150e-03    2.681091e-01    1.602343e+00
     689    2.036806e-03    2.687807e-01    1.602342e+00
     690    2.052583e-03    2.694538e-01    1.602341e+00
     691    2.068483e-03    2.701285e-01    1.602340e+00
     692    2.084506e-03    2.708048e-01    1.602340e+00
     693    2.100653e-03    2.714827e-01    1.602338e+00
     694    2.116925e-03    2.721622e-01    1.602338e+00
     695    2.133323e-03    2.728433e-01    1.602337e+00
     696    2.149848e-03    2.735259e-01    1.602336e+00
     697    2.166501e-03    2.742102e-01    1.602335e+00
     698    2.183283e-03    2.748961e-01    1.602334e+00
     699    2.200195e-03    2.755836e-01    1.602333e+00
     700    2.217238e-03    2.762727e-01    1.602332e+00
     701    2.234414e-03    2.769635e-01    1.602331e+00
     702    2.251722e-03    2.776558e-01    1.602330e+00
     703    2.269164e-03    2.783498e-01    1.602329e+00
     704    2.286741e-03    2.790454e-01    1.602328e+00
     705    2.304455e-03    2.797426e-01    1.602327e+00
     706    2.322306e-03    2.804414e-01    1.602326e+00
     707    2.340295e-03    2.811419e-01    1.602324e+00
     708    2.358423e-03    2.818440e-01    1.602323e+00
     709    2.376692e-03    2.825478e-01    1.602322e+00
     710    2.395102e-03    2.832532e-01    1.602321e+00
     711    2.413655e-03    2.839602e-01    1.602320e+00
     712    2.432351e-03    2.846689e-01    1.602319e+00
     713    2.451193e-03    2.853792e-01    1.602317e+00
     714    2.470180e-03    2.860912e-01    1.602316e+00
     715    2.489315e-03    2.868049e-01    1.602315e+00
     716    2.508597e-03    2.875202e-01    1.602314e+00
     717    2.528030e-03    2.882371e-01    1.602313e+00
     718    2.547612e-03    2.889558e-01    1.602311e+00
     719    2.567346e-03    2.896760e-01    1.602310e+00
     720    2.587233e-03    2.903980e-01    1.602309e+00
     721    2.607275e-03    2.911217e-01    1.602307e+00
     722    2.627471e-03    2.918470e-01    1.602306e+00
     723    2.647824e-03    2.925740e-01    1.602305e+00
     724    2.668334e-03    2.933026e-01    1.602303e+00
     725    2.689004e-03    2.940330e-01    1.602302e+00
     726    2.709833e-03    2.947650e-01    1.602301e+00
     727    2.730824e-03    2.954988e-01    1.602299e+00
     728    2.751978e-03    2.962342e-01    1.602298e+00
     729    2.773295e-03    2.969713e-01    1.602296e+00
     730    2.794777e-03    2.977101e-01    1.602295e+00
     731    2.816426e-03    2.984507e-01    1.602293e+00
     732    2.838243e-03    2.991929e-01    1.602292e+00
     733    2.860228e-03    2.999368e-01    1.602290e+00
     734    2.882384e-03    3.006825e-01    1.602289e+00
     735    2.904712e-03    3.014298e-01    1.602287e+00
     736    2.927212e-03    3.021789e-01    1.602286e+00
     737    2.949887e-03    3.029297e-01    1.602284e+00
     738    2.972737e-03    3.036822e-01    1.602282e+00
     739    2.995765e-03    3.044365e-01    1.602281e+00
     740    3.018970e-03    3.051924e-01    1.602279e+00
     741    3.042356e-03    3.059501e-01    1.602277e+00
     742    3.065922e-03    3.067095e-01    1.602276e+00
     743    3.089672e-03    3.074707e-01    1.602274e+00
     744    3.113605e-03    3.082336e-01    1.602272e+00
     745    3.137723e-03    3.089982e-01    1.602271e+00
     746    3.162029e-03    3.097646e-01    1.602269e+00
     747    3.186522e-03    3.105327e-01    1.602267e+00
     748    3.211206e-03    3.113026e-01    1.602265e+00
     749    3.236080e-03    3.120743e-01    1.602263e+00
     750    3.261147e-03    3.128476e-01    1.602261e+00
     751    3.286409e-03    3.136228e-01    1.602259e+00
     752    3.311866e-03    3.143997e-01    1.602258e+00
     753    3.337520e-03    3.151783e-01    1.602256e+00
     754    3.363373e-03    3.159588e-01    1.602254e+00
     755    3.389427e-03    3.167410e-01    1.602252e+00
     756    3.415682e-03    3.175249e-01    1.602250e+00
     757    3.442140e-03    3.183107e-01    1.602248e+00
     758    3.468804e-03    3.190982e-01    1.602246e+00
     759    3.495674e-03    3.198875e-01    1.602244e+00
     760    3.522752e-03    3.206785e-01    1.602242e+00
     761    3.550040e-03    3.214714e-01    1.602240e+00
     762    3.577539e-03    3.222660e-01    1.602237e+00
     763    3.605251e-03    3.230625e-01    1.602235e+00
     764    3.633178e-03    3.238607e-01    1.602233e+00
     765    3.661321e-03    3.246607e-01    1.602230e+00
     766    3.689683e-03    3.254625e-01    1.602228e+00
     767    3.718264e-03    3.262661e-01    1.602226e+00
     768    3.747066e-03    3.270715e-01    1.602223e+00
     769    3.776091e-03    3.278788e-01    1.602221e+00
     770    3.805342e-03    3.286878e-01    1.602219e+00
     771    3.834818e-03    3.294986e-01    1.602216e+00
     772    3.864524e-03    3.303113e-01    1.602214e+00
     773    3.894459e-03    3.311257e-01    1.602211e+00
     774    3.924626e-03    3.319420e-01    1.602209e+00
     775    3.955027e-03    3.327601e-01    1.602207e+00
     776    3.985663e-03    3.335800e-01    1.602204e+00
     777    4.016537e-03    3.344018e-01    1.602201e+00
     778    4.047650e-03    3.352253e-01    1.602199e+00
     779    4.079004e-03    3.360507e-01    1.602196e+00
     780    4.110600e-03    3.368780e-01    1.602193e+00
     781    4.142442e-03    3.377070e-01    1.602190e+00
     782    4.174530e-03    3.385379e-01    1.602187e+00
     783    4.206867e-03    3.393707e-01    1.602184e+00
     784    4.239454e-03    3.402053e-01    1.602181e+00
     785    4.272293e-03    3.410417e-01    1.602178e+00
     786    4.305387e-03    3.418800e-01    1.602175e+00
     787    4.338738e-03    3.427201e-01    1.602172e+00
     788    4.372346e-03    3.435621e-01    1.602170e+00
     789    4.406215e-03    3.444059e-01    1.602167e+00
     790    4.440346e-03    3.452516e-01    1.602164e+00
     791    4.474742e-03    3.460991e-01    1.602161e+00
     792    4.509404e-03    3.469485e-01    1.602157e+00
     793    4.544335e-03    3.477998e-01    1.602154e+00
     794    4.579536e-03    3.486529e-01    1.602151e+00
     795    4.615010e-03    3.495079e-01    1.602148e+00
     796    4.650759e-03    3.503648e-01    1.602145e+00
     797    4.686784e-03    3.512235e-01    1.602141e+00
     798    4.723089e-03    3.520842e-01    1.602138e+00
     799    4.759675e-03    3.529467e-01    1.602135e+00
     800    4.796544e-03    3.538110e-01    1.602131e+00
     801    4.833699e-03    3.546773e-01    1.602128e+00
     802    4.871142e-03    3.555454e-01    1.602124e+00
     803    4.908875e-03    3.564154e-01    1.602121e+00
     804    4.946900e-03    3.572873e-01    1.602117e+00
     805    4.985219e-03    3.581611e-01    1.602113e+00
     806    5.023836e-03    3.590368e-01    1.602110e+00
     807    5.062751e-03    3.599144e-01    1.602107e+00
     808    5.101968e-03    3.607939e-01    1.602103e+00
     809    5.141489e-03    3.616753e-01    1.602099e+00
     810    5.181316e-03    3.625585e-01    1.602094e+00
     811    5.221451e-03    3.634437e-01    1.602090e+00
     812    5.261898e-03    3.643308e-01    1.602086e+00
     813    5.302657e-03    3.652198e-01    1.602082e+00
     814    5.343733e-03    3.661107e-01    1.602078e+00
     815    5.385126e-03    3.670035e-01    1.602075e+00
     816    5.426840e-03    3.678982e-01    1.602071e+00
     817    5.468878e-03    3.687948e-01    1.602067e+00
     818    5.511240e-03    3.696934e-01    1.602063e+00
     819    5.553931e-03    3.705938e-01    1.602058e+00
     820    5.596953e-03    3.714962e-01    1.602054e+00
     821    5.640308e-03    3.724005e-01    1.602049e+00
     822    5.683999e-03    3.733067e-01    1.602045e+00
     823    5.728028e-03    3.742149e-01    1.602041e+00
     824    5.772399e-03    3.751250e-01    1.602036e+00
     825    5.817113e-03    3.760370e-01    1.602031e+00
     826    5.862173e-03    3.769509e-01    1.602027e+00
     827    5.907583e-03    3.778668e-01    1.602022e+00
     828    5.953344e-03    3.787846e-01    1.602017e+00
     829    5.999459e-03    3.797043e-01    1.602012e+00
     830    6.045932e-03    3.806260e-01    1.602007e+00
     831    6.092765e-03    3.815496e-01    1.602002e+00
     832    6.139961e-03    3.824751e-01    1.601997e+00
     833    6.187522e-03    3.834026e-01    1.601992e+00
     834    6.235452e-03    3.843321e-01    1.601987e+00
     835    6.283753e-03    3.852634e-01    1.601982e+00
     836    6.332428e-03    3.861968e-01    1.601976e+00
     837    6.381480e-03    3.871320e-01    1.601971e+00
     838    6.430912e-03    3.880693e-01    1.601965e+00
     839    6.480727e-03    3.890084e-01    1.601960e+00
     840    6.530928e-03    3.899496e-01    1.601955e+00
     841    6.581518e-03    3.908927e-01    1.601949e+00
     842    6.632499e-03    3.918377e-01    1.601942e+00
     843    6.683876e-03    3.927847e-01    1.601936e+00
     844    6.735650e-03    3.937336e-01    1.601930e+00
     845    6.787826e-03    3.946846e-01    1.601924e+00
     846    6.840406e-03    3.956374e-01    1.601918e+00
     847    6.893393e-03    3.965923e-01    1.601912e+00
     848    6.946790e-03    3.975491e-01    1.601907e+00
     849    7.000601e-03    3.985078e-01    1.601901e+00
     850    7.054829e-03    3.994685e-01    1.601894e+00
     851    7.109477e-03    4.004312e-01    1.601888e+00
     852    7.164548e-03    4.013959e-01    1.601882e+00
     853    7.220046e-03    4.023625e-01    1.601875e+00
     854    7.275974e-03    4.033311e-01    1.601868e+00
     855    7.332335e-03    4.043017e-01    1.601862e+00
     856    7.389133e-03    4.052743e-01    1.601855e+00
     857    7.446370e-03    4.062488e-01    1.601848e+00
     858    7.504051e-03    4.072253e-01    1.601841e+00
     859    7.562179e-03    4.082037e-01    1.601835e+00
     860    7.620757e-03    4.091842e-01    1.601828e+00
     861    7.679789e-03    4.101666e-01    1.601820e+00
     862    7.739278e-03    4.111510e-01    1.601813e+00
     863    7.799227e-03    4.121374e-01    1.601805e+00
     864    7.859642e-03    4.131257e-01    1.601798e+00
     865    7.920524e-03    4.141161e-01    1.601791e+00
     866    7.981878e-03    4.151084e-01    1.601783e+00
     867    8.043707e-03    4.161027e-01    1.601775e+00
     868    8.106015e-03    4.170990e-01    1.601767e+00
     869    8.168805e-03    4.180972e-01    1.601759e+00
     870    8.232082e-03    4.190975e-01    1.601752e+00
     871    8.295850e-03    4.200997e-01    1.601744e+00
     872    8.360111e-03    4.211039e-01    1.601735e+00
     873    8.424870e-03    4.221101e-01    1.601727e+00
     874    8.490130e-03    4.231183e-01    1.601719e+00
     875    8.555896e-03    4.241285e-01    1.601710e+00
     876    8.622172e-03    4.251407e-01    1.601702e+00
     877    8.688961e-03    4.261548e-01    1.601693e+00
     878    8.756267e-03    4.271709e-01    1.601685e+00
     879    8.824095e-03    4.281891e-01    1.601676e+00
     880    8.892448e-03    4.292092e-01    1.601667e+00
     881    8.961330e-03    4.302313e-01    1.601658e+00
     882    9.030746e-03    4.312553e-01    1.601649e+00
     883    9.100700e-03    4.322814e-01    1.601639e+00
     884    9.171196e-03    4.333095e-01    1.601630e+00
     885    9.242237e-03    4.343395e-01    1.601620e+00
     886    9.313829e-03    4.353716e-01    1.601611e+00
     887    9.385976e-03    4.364056e-01    1.601601e+00
     888    9.458681e-03    4.374416e-01    1.601591e+00
     889    9.531950e-03    4.384796e-01    1.601581e+00
     890    9.605786e-03    4.395196e-01    1.601571e+00
     891    9.680194e-03    4.405616e-01    1.601561e+00
     892    9.755179e-03    4.416056e-01    1.601550e+00
     893    9.830744e-03    4.426515e-01    1.601540e+00
     894    9.906895e-03    4.436995e-01    1.601530e+00
     895    9.983636e-03    4.447494e-01    1.601519e+00
     896    1.006097e-02    4.458013e-01    1.601508e+00
     897    1.013890e-02    4.468552e-01    1.601497e+00
     898    1.021744e-02    4.479111e-01    1.601486e+00
     899    1.029659e-02    4.489690e-01    1.601474e+00
     900    1.037635e-02    4.500289e-01    1.601463e+00
     901    1.045672e-02    4.510907e-01    1.601452e+00
     902    1.053772e-02    4.521545e-01    1.601441e+00
     903    1.061935e-02    4.532203e-01    1.601428e+00
     904    1.070161e-02    4.542881e-01    1.601416e+00
     905    1.078451e-02    4.553579e-01    1.601404e+00
     906    1.086805e-02    4.564297e-01    1.601392e+00
     907    1.095223e-02    4.575034e-01    1.601379e+00
     908    1.103707e-02    4.585791e-01    1.601367e+00
     909    1.112257e-02    4.596568e-01    1.601354e+00
     910    1.120872e-02    4.607365e-01    1.601341e+00
     911    1.129555e-02    4.618181e-01    1.601328e+00
     912    1.138304e-02    4.629017e-01    1.601315e+00
     913    1.147122e-02    4.639873e-01    1.601301e+00
     914    1.156008e-02    4.650749e-01    1.601288e+00
     915    1.164962e-02    4.661644e-01    1.601274e+00
     916    1.173986e-02    4.672559e-01    1.601260e+00
     917    1.183080e-02    4.683494e-01    1.601246e+00
     918    1.192245e-02    4.694448e-01    1.601232e+00
     919    1.201480e-02    4.705422e-01    1.601218e+00
     920    1.210787e-02    4.716416e-01    1.601203e+00
     921    1.220166e-02    4.727429e-01    1.601189e+00
     922    1.229618e-02    4.738462e-01    1.601174e+00
     923    1.239142e-02    4.749515e-01    1.601159e+00
     924    1.248741e-02    4.760587e-01    1.601143e+00
     925    1.258414e-02    4.771678e-01    1.601128e+00
     926    1.268162e-02    4.782790e-01    1.601112e+00
     927    1.277985e-02    4.793920e-01    1.601096e+00
     928    1.287885e-02    4.805071e-01    1.601081e+00
     929    1.297861e-02    4.816240e-01    1.601065e+00
     930    1.307914e-02    4.827429e-01    1.601048e+00
     931    1.318046e-02    4.838638e-01    1.601031e+00
     932    1.328256e-02    4.849866e-01    1.601015e+00
     933    1.338545e-02    4.861113e-01    1.600998e+00
     934    1.348913e-02    4.872380e-01    1.600981e+00
     935    1.359362e-02    4.883666e-01    1.600963e+00
     936    1.369892e-02    4.894971e-01    1.600946e+00
     937    1.380503e-02    4.906296e-01    1.600927e+00
     938    1.391197e-02    4.917640e-01    1.600909e+00
     939    1.401973e-02    4.929003e-01    1.600891e+00
     940    1.412833e-02    4.940385e-01    1.600873e+00
     941    1.423777e-02    4.951787e-01    1.600854e+00
     942    1.434806e-02    4.963207e-01    1.600836e+00
     943    1.445921e-02    4.974647e-01    1.600816e+00
     944    1.457121e-02    4.986106e-01    1.600797e+00
     945    1.468408e-02    4.997584e-01    1.600778e+00
     946    1.479783e-02    5.009081e-01    1.600758e+00
     947    1.491245e-02    5.020597e-01    1.600738e+00
     948    1.502797e-02    5.032132e-01    1.600717e+00
     949    1.514438e-02    5.043686e-01    1.600697e+00
     950    1.526169e-02    5.055259e-01    1.600676e+00
     951    1.537991e-02    5.066851e-01    1.600655e+00
     952    1.549904e-02    5.078461e-01    1.600634e+00
     953    1.561910e-02    5.090091e-01    1.600612e+00
     954    1.574009e-02    5.101739e-01    1.600590e+00
     955    1.586202e-02    5.113405e-01    1.600569e+00
     956    1.598489e-02    5.125091e-01    1.600547e+00
     957    1.610871e-02    5.136795e-01    1.600523e+00
     958    1.623349e-02    5.148518e-01    1.600502e+00
     959    1.635924e-02    5.160259e-01    1.600478e+00
     960    1.648596e-02    5.172019e-01    1.600454e+00
     961    1.661366e-02    5.183797e-01    1.600431e+00
     962    1.674235e-02    5.195594e-01    1.600406e+00
     963    1.687204e-02    5.207409e-01    1.600382e+00
     964    1.700274e-02    5.219242e-01    1.600358e+00
     965    1.713444e-02    5.231094e-01    1.600333e+00
     966    1.726717e-02    5.242964e-01    1.600307e+00
     967    1.740092e-02    5.254853e-01    1.600282e+00
     968    1.753571e-02    5.266759e-01    1.600257e+00
     969    1.767155e-02    5.278683e-01    1.600230e+00
     970    1.780844e-02    5.290626e-01    1.600204e+00
     971    1.794638e-02    5.302587e-01    1.600177e+00
     972    1.808540e-02    5.314565e-01    1.600151e+00
     973    1.822549e-02    5.326562e-01    1.600124e+00
     974    1.836667e-02    5.338576e-01    1.600096e+00
     975    1.850894e-02    5.350608e-01    1.600068e+00
     976    1.865231e-02    5.362658e-01    1.600039e+00
     977    1.879680e-02    5.374725e-01    1.600010e+00
     978    1.894240e-02    5.386811e-01    1.599981e+00
     979    1.908913e-02    5.398913e-01    1.599951e+00
     980    1.923700e-02    5.411034e-01    1.599921e+00
     981    1.938601e-02    5.423171e-01    1.599891e+00
     982    1.953618e-02    5.435326e-01    1.599861e+00
     983    1.968751e-02    5.447499e-01    1.599830e+00
     984    1.984002e-02    5.459689e-01    1.599798e+00
     985    1.999370e-02    5.471895e-01    1.599766e+00
     986    2.014857e-02    5.484120e-01    1.599734e+00
     987    2.030465e-02    5.496361e-01    1.599701e+00
     988    2.046193e-02    5.508619e-01    1.599669e+00
     989    2.062043e-02    5.520894e-01    1.599635e+00
     990    2.078016e-02    5.533186e-01    1.599602e+00
     991    2.094113e-02    5.545495e-01    1.599570e+00
     992    2.110334e-02    5.557820e-01    1.599535e+00
     993    2.126682e-02    5.570163e-01    1.599501e+00
     994    2.143155e-02    5.582521e-01    1.599466e+00
     995    2.159756e-02    5.594897e-01    1.599430e+00
     996    2.176486e-02    5.607289e-01    1.599394e+00
     997    2.193346e-02    5.619697e-01    1.599358e+00
     998    2.210336e-02    5.632121e-01    1.599321e+00
     999    2.227457e-02    5.644562e-01    1.599283e+00
    1000    2.244712e-02    5.657019e-01    1.599246e+00
    1001    2.262100e-02    5.669491e-01    1.599207e+00
    1002    2.279622e-02    5.681980e-01    1.599169e+00
    1003    2.297281e-02    5.694485e-01    1.599130e+00
    1004    2.315076e-02    5.707006e-01    1.599091e+00
    1005    2.333009e-02    5.719542e-01    1.599051e+00
    1006    2.351081e-02    5.732094e-01    1.599010e+00
    1007    2.369293e-02    5.744661e-01    1.598969e+00
    1008    2.387646e-02    5.757244e-01    1.598927e+00
    1009    2.406141e-02    5.769842e-01    1.598886e+00
